Tweet,Labels,0,1,2,3,4,5,6,7,8,9,10
note date tweet total fault couid,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
im throw big ass cookout corona said way,[0],1,0,0,0,0,0,0,0,0,0,0
social media april fool couid joke yall,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
bro even make orthodontist close bitch better take payment bank account,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
know shit suck in honestly stuck inside whole month doesn't sound aw,"[0, 4, 5]",1,0,0,0,1,1,0,0,0,0,0
let somebody play talk bout april fool watch take life faster corona caus aint nun funny,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
break test posit corona virus today ok total posit case stand,[8],0,0,0,0,0,0,0,0,1,0,0
china admit whole corona virus thing came whan laboratory,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
gon na rant delete whole thread corona shit im,[6],0,0,0,0,0,0,1,0,0,0,0
least new death report us tuesday accord count can health,[8],0,0,0,0,0,0,0,0,1,0,0
millennia global warm destroy futur not could harm hold beer couid,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
hey doc get couid previous differ type corona virus past thank,"[4, 9]",0,0,0,0,1,0,0,0,0,1,0
fuck unless cours wan na kill real live show,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
really find look like longer hair usual thank my corona,[10],0,0,0,0,0,0,0,0,0,0,1
probably one best senior skip month weve senior couid,"[0, 1, 10]",1,1,0,0,0,0,0,0,0,0,1
dont know selfish musician smug social media start couid pangolin,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
sick twist april fool would hikari,[10],0,0,0,0,0,0,0,0,0,0,1
whan chinese virus spread spread shanghai chinese area ye chinese corona weapon,"[0, 6, 7]",1,0,0,0,0,0,1,1,0,0,0
sister work test post corona work toget fuck,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
hous ant infest may good lady corona take arm,[10],0,0,0,0,0,0,0,0,0,0,1
dear corona tomorrow april fool day hope joke could disappear act thank since world,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
state office hold daily press brief couid am couid we,[8],0,0,0,0,0,0,0,0,1,0,0
could known ex fail couid,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
pray today find whole thing april fool,"[2, 3]",0,0,1,1,0,0,0,0,0,0,0
im go need good news reply tweet posit right couid couid,[0],1,0,0,0,0,0,0,0,0,0,0
maybe lost somewhere human world corona,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
expect cyclist park it cross morn think coroner your better swallow,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
break foxes alert watch live trump task for explain update guideline we brief,[8],0,0,0,0,0,0,0,0,1,0,0
like fore chang us couid understand much control,"[0, 3]",1,0,0,1,0,0,0,0,0,0,0
peopl us die last time check get ahead,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
layla lit live love fine cant wait till come fuck corona,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
come weve case corona dont see one person saint shit,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
thank much use index answer prayer couid,[1],0,1,0,0,0,0,0,0,0,0,0
mentor fight detroit hospital dont think ive ever prouder,[1],0,1,0,0,0,0,0,0,0,0,0
exist calendar grew follow world be ad new one be ac corona,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
beg make di rain wash corona oooo kilos,"[0, 2, 10]",1,0,1,0,0,0,0,0,0,0,1
found cousin graduate medic school today go onto front line corona get i to,[10],0,0,0,0,0,0,0,0,0,0,1
got april fool joke corona cant take humor us,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
glass wine keep corona away ya heard kid,[10],0,0,0,0,0,0,0,0,0,0,1
yall need go therapy cant caus shit wish could access online cant,[5],0,0,0,0,0,1,0,0,0,0,0
heard fire bronx lebanon hospital someone confirm,[4],0,0,0,0,1,0,0,0,0,0,0
im learn get rid corona tik tok news,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
perhaps preside miss mark bit given know say wipeout i american,[6],0,0,0,0,0,0,1,0,0,0,0
caption ever single post homepage instar corona time quarantine thing,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
shot case less week peopl refuse stay home,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
family member pass away couid still see mad peopl hang outside fuck yall honestly,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
guy next week ive gotten test back,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
miss corona sashay dairy need bring little dust ass back hous leav peopl along,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
need hair cut bad as corona thing better chill,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
man corona shit im wilding to havent even truly enjoy yet,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
ha joke im mexican got side,[10],0,0,0,0,0,0,0,0,0,0,1
corona virus make barista champion drink instant coffe,[10],0,0,0,0,0,0,0,0,0,0,1
wonder long gon na take ad start reference like bore quarantine buy xy,"[0, 5, 10]",1,0,0,0,0,1,0,0,0,0,1
see they still spread nigerian couid couid health,"[3, 4]",0,0,0,1,1,0,0,0,0,0,0
oh god john mccain die die corona,"[4, 5, 9]",0,0,0,0,1,1,0,0,0,1,0
cant believ marvel spiderman predict,[10],0,0,0,0,0,0,0,0,0,0,1
verify miner ye verify network done miner couid,"[0, 5, 8, 10]",1,0,0,0,0,1,0,0,1,0,1
boy sure look forward bunch really poorly time corona virus joke tomorrow,"[0, 3, 6, 10]",1,0,0,1,0,0,1,0,0,0,1
crazy patient today may couid mask glove whole time tho,[4],0,0,0,0,1,0,0,0,0,0,0
wan na go back home miss bay fuckin exit,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
at april it someone admit corona prank,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
anyon say they pregnant april fool joke tomorrow fuckhead,[6],0,0,0,0,0,0,1,0,0,0,0
honestly want corona thing go see harry style,"[0, 5, 6]",1,0,0,0,0,1,1,0,0,0,0
big well known corona virus keep distance,"[0, 6]",1,0,0,0,0,0,1,0,0,0,0
fun game someone actual get corona april it one believ,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
okay april fool hahaha govern say corona big joke pleas pretty pleas,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
busy day abandon one race relax though heavy rain,"[8, 9, 10]",0,0,0,0,0,0,0,0,1,1,1
say got april fool joke im im report,[6],0,0,0,0,0,0,1,0,0,0,0
contribute giveth coz give couid caus grantsgivethdecentralizingnonprofitswithcovidco,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
smell like nasty ass corona virus vomit bro laugh out loud,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
baby boom gon na real tho couid,"[0, 1, 9]",1,1,0,0,0,0,0,0,0,1,0
egypt extend nationwide nighttime curfew day april counter spread,[8],0,0,0,0,0,0,0,0,1,0,0
a well even came along chemo chair great pass dareyou,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
lockdown extend till am the april couid,[8],0,0,0,0,0,0,0,0,1,0,0
alright yall tow april fool maybe god surprise us tell us corona joke,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
corona could come tomorrow like mess yall happy april fool day,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
wonder somebody gon na pretend corona april fool hope,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
sir found way stop spread corona save live believ care pal reply back explain,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
good job steven let keep take care couid,"[0, 1, 9]",1,1,0,0,0,0,0,0,0,1,0
give fuck georgia the highest number death crisis,"[6, 8]",0,0,0,0,0,0,1,0,1,0,0
im beat meat till find vaccine corona virus,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
greatest fear isn't much get corona give someone,[4],0,0,0,0,1,0,0,0,0,0,0
also inform peopl couid airborne virus import,"[0, 8, 9]",1,0,0,0,0,0,0,0,1,1,0
think confuse couid test posit year old chowder,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
alright april fool corona go away pleas,[5],0,0,0,0,0,1,0,0,0,0,0
pleas may corona april fool prank tomorrow,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
figur confer couid spread spot grasshopper,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
know kid gon na ask question corona go back nooo idea tell like,"[3, 4]",0,0,0,1,1,0,0,0,0,0,0
last time tweet corona want thing brush happen,"[4, 5, 10]",0,0,0,0,1,1,0,0,0,0,1
horsemen apocalypse unleash yellowstone supervolcano upon us couid spider,"[0, 3, 9, 10]",1,0,0,1,0,0,0,0,0,1,1
think settle couid lifestyle see game go home laugh out loud,[10],0,0,0,0,0,0,0,0,0,0,1
beg come say april fool joke be tire,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
cant wait govern tell us corona virus fake april fool tomorrow,[10],0,0,0,0,0,0,0,0,0,0,1
one tailor chair bhavani rhode pe corona mere low pe,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
pleas let know hous loan moratorium pass bank account couid guide fbi,"[3, 4, 9]",0,0,0,1,1,0,0,0,0,1,0
arian grand tour year wan na go get meet i greet ticket corona virus might delay till,"[0, 4, 6, 10]",1,0,0,0,1,0,1,0,0,0,1
march smart get don't blood help find cure march smart thing ive heard,"[1, 8, 10]",0,1,0,0,0,0,0,0,1,0,1
tune tomorrow am hear help philadelphia hospital fight,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
im gon na go ahead say corona april fool joke okay caus bitch scare,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
dude happen trip japan corona ass go atm,"[4, 5, 10]",0,0,0,0,1,1,0,0,0,0,1
corona hang i unit comeback,"[0, 9]",1,0,0,0,0,0,0,0,0,1,0
watch anchor despite posit couid reason comfort speak character,[0],1,0,0,0,0,0,0,0,0,0,0
couid lockdown situate like existent crisis hang head,"[4, 5, 10]",0,0,0,0,1,1,0,0,0,0,1
sick i cold tandem danger time,"[3, 4]",0,0,0,1,1,0,0,0,0,0,0
ok hate school emma need corona shit stop be im pretty sure mental health gon na get work,"[4, 5, 10]",0,0,0,0,1,1,0,0,0,0,1
go guy happy new month im sure corona go die month,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
corona fuck life like want already fuck enough,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
think corona chang modern date culture quarantine chill netflix chill potent public health threat limo,"[0, 9]",1,0,0,0,0,0,0,0,0,1,0
swear affront music fest son get cancel miss corona im throw hand,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
ration death compare number disease probably absurd tweet ive seen twitter couid,[6],0,0,0,0,0,0,1,0,0,0,0
corona case increase due central over lockdown rule pass maintain rule,"[6, 8, 9]",0,0,0,0,0,0,1,0,1,1,0
trump appear set goal death due preside vote,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
went horror novelist death panel death panel lighten speed couid,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
woke crave pajamas stew yam corona go pal,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
refuse refund flight cancel due couid thief give peopl money back,[6],0,0,0,0,0,0,1,0,0,0,0
feel like corona wouldnt michael jackson alive,[10],0,0,0,0,0,0,0,0,0,0,1
that got tonight folk stay corona free are,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
live hour youtube facebook twitch couid tiger,"[5, 8, 9]",0,0,0,0,0,1,0,0,1,1,0
trump lie couid claim hoax result thousand peopl go die,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
american death could thousand time alli death day,"[3, 4, 5]",0,0,0,1,1,1,0,0,0,0,0
granddad corona spear men boy grandma alway go step far,[10],0,0,0,0,0,0,0,0,0,0,1
cant believ tran peopl get stop invite one day year happen corona virus unfair,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
today april fool day learn prank right,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
look like start corona virus bitch stu,[10],0,0,0,0,0,0,0,0,0,0,1
cool funny see headline april it claim vaccine found,"[0, 6]",1,0,0,0,0,0,1,0,0,0,0
let us pray person found posit red zone corona stay home stay safe,[2],0,0,1,0,0,0,0,0,0,0,0
sent moment joke be everyone mourn chimera ken good luck book stage you speak,"[5, 9]",0,0,0,0,0,1,0,0,0,1,0
talk import exist home set up mini radiologist exposure couid,"[4, 8]",0,0,0,0,1,0,0,0,1,0,0
god dismiss case like april fool go back live normal live,"[0, 2, 10]",1,0,1,0,0,0,0,0,0,0,1
municipal couid free thank god wish whole world heal,"[1, 2]",0,1,1,0,0,0,0,0,0,0,0
employee love truck stop madea test posit couid,"[4, 8]",0,0,0,0,1,0,0,0,1,0,0
my physio busy usual control risk infect,"[1, 8, 9]",0,1,0,0,0,0,0,0,1,1,0
peopl come quarantine nice chang song port man take couid,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
im sick tire cant school home,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
surprise black peopl main one die couid healthcare isn't fair us,[6],0,0,0,0,0,0,1,0,0,0,0
india affect two virus first one corona second shame scare,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
understand maturity go hous save life couid real,"[0, 2, 4]",1,0,1,0,1,0,0,0,0,0,0
okay what good us go mafia move,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
cant believ took lockdown folk disco dark lewd,[10],0,0,0,0,0,0,0,0,0,0,1
know today first april pleas nobody go start corona virus oo beg ooo,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
im track get ever gun gold end corona season send help,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
corona virus news everywhere madman today vaccine nigerian patient,"[0, 4, 10]",1,0,0,0,1,0,0,0,0,0,1
institute life science conduct couid test get nod,[8],0,0,0,0,0,0,0,0,1,0,0
cant wait whole thing take ying become true,[0],1,0,0,0,0,0,0,0,0,0,0
pleas stop fall inform probably put peopl risk,"[0, 4, 6]",1,0,0,0,1,0,1,0,0,0,0
make joke gas sutra secular enterprise talk jamal mischief communal corona shoot messing,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
im tri imagine kind headspace take couid serious right,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
imagine number joke pull today around world,[10],0,0,0,0,0,0,0,0,0,0,1
april fool tell corona virus joke everyone okay,[10],0,0,0,0,0,0,0,0,0,0,1
ok since today april it yall go announce joke move live,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
mama prolly kick told corona april fool best,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
frustrate overheard guy talk corona virus angrier one said isla corona virus eh wanna kak virus street eh,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
soo gon na say april fool bein thing,"[3, 9]",0,0,0,1,0,0,0,0,0,1,0
pleas april fool thank god bless,"[1, 2, 6]",0,1,1,0,0,0,1,0,0,0,0
want laugh right tuesday night twitter,[10],0,0,0,0,0,0,0,0,0,0,1
unveil easy simple marriage noise whale basic ninth small walkman,"[0, 9]",1,0,0,0,0,0,0,0,0,1,0
whole situate destroy everyone peace mind end day cant let crush spirit,[0],1,0,0,0,0,0,0,0,0,0,0
hope my nsa quarantine went hotspot corona serious,"[2, 4]",0,0,1,0,1,0,0,0,0,0,0
dont tri prank tomorrow since april fool corona got edge,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
couid quarantine gon na get peopl fat pregnant,[10],0,0,0,0,0,0,0,0,0,0,1
sugar daddy really wan na show love hum caus really mess bag,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
stay home stay safe tri best follow precautionary measure couid,[0],1,0,0,0,0,0,0,0,0,0,0
three team fight couid day night doctor nurse health office mode or team cell,[1],0,1,0,0,0,0,0,0,0,0,0
hey fbi canada got told well month couid measure,"[5, 6, 9]",0,0,0,0,0,1,1,0,0,1,0
sneeze around sister ass gone say got corona almost thump ass across room,[10],0,0,0,0,0,0,0,0,0,0,1
employ expect summer that roughly million employ american crisis,"[4, 5, 8]",0,0,0,0,1,1,0,0,1,0,0
thank brilliant zoom couid emerge payment tax everyth i,[1],0,1,0,0,0,0,0,0,0,0,0
shock neg media control enforce us hospital couid,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
today first day found anybody know corona die lentil pleas safe yall,"[4, 5]",0,0,0,0,1,1,0,0,0,0,0
april fool today year fool be thought year gon na lit year sigh,[5],0,0,0,0,0,1,0,0,0,0,0
proud work done visionary medic due due time couid,"[0, 1]",1,1,0,0,0,0,0,0,0,0,0
mom call least peopl everyday say thing like girl okay im tire hear,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
anyon know long took democrat can politics corona virus exact minut second minut,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
south korea report new case hour bring total big,[8],0,0,0,0,0,0,0,0,1,0,0
us underwood coverage colin could usa case unit central use cruise ufo cheat,"[0, 5, 8, 9]",1,0,0,0,0,1,0,0,1,1,0
death due couid worldwide lakh peopl infect,[8],0,0,0,0,0,0,0,0,1,0,0
blow still get marry right,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
young kiddo highly recommend watch town hall toget,"[0, 1]",1,1,0,0,0,0,0,0,0,0,0
notice lot peopl get photon post social media ton stock couid couid,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
im really andi til may dumb bitch of,[6],0,0,0,0,0,0,1,0,0,0,0
anyon april fool prank they bad person,[6],0,0,0,0,0,0,1,0,0,0,0
since cant actual hang caus corona face time instead like hang it,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
pakistan report new case bring total confirm case total death couid,[8],0,0,0,0,0,0,0,0,1,0,0
imagine govern say april fool corona shit couid,"[3, 4, 9, 10]",0,0,0,1,1,0,0,0,0,1,1
quit say trump couid task for hasn't told yet,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
hospital morgue central park moment history rip ever lost stay to home israel,"[0, 4, 5]",1,0,0,0,1,1,0,0,0,0,0
know soon corona shit wit laugh out loud,[0],1,0,0,0,0,0,0,0,0,0,0
corona got mama text love woman must terrific,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
cant burn news guy act like kob,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
fake science alarm made tiptoe learn savage dance maybe even salon one,[10],0,0,0,0,0,0,0,0,0,0,1
new recover new zealand total place already worldwide couid,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
hello world april fool ok china couid couid whan,[10],0,0,0,0,0,0,0,0,0,0,1
want take test orchestra like take test,[10],0,0,0,0,0,0,0,0,0,0,1
for restart across us either close limit service industry bound back yahoo news,"[4, 8, 9]",0,0,0,0,1,0,0,0,1,1,0
aspire makeup influence ig post inspire makeup look hell lao,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
oh ya cousin husband live ny got that today exit news,"[3, 4, 5]",0,0,0,1,1,1,0,0,0,0,0
first day work middle corona outbreak,"[0, 2]",1,0,1,0,0,0,0,0,0,0,0
corona virus tiger king throw word wall run what stick toget,[10],0,0,0,0,0,0,0,0,0,0,1
anybody think i caus know not either thing,"[6, 8, 10]",0,0,0,0,0,0,1,0,1,0,1
new death hungary total death hungary new death china total death china couid couid,[8],0,0,0,0,0,0,0,0,1,0,0
zero lli got push back cu hate,[6],0,0,0,0,0,0,1,0,0,0,0
maybe tomorrow gov like april fool couid lie go back ur normal live,"[0, 2, 10]",1,0,1,0,0,0,0,0,0,0,1
south africa happy plenty corona hold beer,[10],0,0,0,0,0,0,0,0,0,0,1
life go gone expense world limit income large scale employ,"[3, 5]",0,0,0,1,0,1,0,0,0,0,0
im watch move last ship tent tandem sound lot like,"[3, 9, 10]",0,0,0,1,0,0,0,0,0,1,1
lot would benefit stay social media day show,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
effect measure couid person entity say otherwise lie,"[8, 9, 10]",0,0,0,0,0,0,0,0,1,1,1
dna go to lo ap lo corona posit case couid,"[0, 8]",1,0,0,0,0,0,0,0,1,0,0
chance youd jump podcast talk invest post corona chicago founder would love,[0],1,0,0,0,0,0,0,0,0,0,0
stuck boat middle ocean hurricane bear couid,"[3, 5, 6]",0,0,0,1,0,1,1,0,0,0,0
are question absolute need ask answer origin,"[0, 7, 9]",1,0,0,0,0,0,0,1,0,1,0
corona left huge impact extent look social distance old to serial well,"[5, 9, 10]",0,0,0,0,0,1,0,0,0,1,1
symptom couid lack last ive corona virus since start date,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
pleas stop call hoax they laugh us expect stay home muppet,"[3, 7]",0,0,0,1,0,0,0,1,0,0,0
alright time govern say april fool bout corona could get back live,"[0, 3, 4, 10]",1,0,0,1,1,0,0,0,0,0,1
im sorry everyth somebody say word hear card i everyth somebody say quarantine hear tori lane,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
grandma told eat little bit pick vapor ever day prevent,[10],0,0,0,0,0,0,0,0,0,0,1
couid joke prank intensity af peopl actual die virus,"[4, 5, 6]",0,0,0,0,1,1,1,0,0,0,0
creat credit shell flight cancel airline due couid outbreak,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
break man pardon almost prison include foreign amid fear good news,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
corona virus made forget wish happy new month happy new month guy let stay safe alive,[0],1,0,0,0,0,0,0,0,0,0,0
know allergic take corona virus test make sure turn fool guess,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
country leader shout today claim couid prank case,"[0, 2, 10]",1,0,1,0,0,0,0,0,0,0,1
wow first time sat finish back back thank couid stay safe,[0],1,0,0,0,0,0,0,0,0,0,0
om laugh out loud roll lao thank couid,[10],0,0,0,0,0,0,0,0,0,0,1
went drive i fam mom li said look even tree look sad caus corona,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
idea accept head shave challenge nurse work corona couid,"[1, 4, 9]",0,1,0,0,1,0,0,0,0,1,0
im final twitter hope everyone hang situate work hard resolve problem,[0],1,0,0,0,0,0,0,0,0,0,0
im relief uni provide student fund due couid,"[0, 1]",1,1,0,0,0,0,0,0,0,0,0
gaydar are ever profess blood cricket corona brought ever crime open,"[0, 6, 7]",1,0,0,0,0,0,1,1,0,0,0
iller tell fake posit corona person april mop,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
yeh sure die that much coincide,"[3, 5, 7]",0,0,0,1,0,1,0,1,0,0,0
see post frontline pass away it couid baba kami sa you,"[4, 5]",0,0,0,0,1,1,0,0,0,0,0
god wash away corona virus rain jah bless,"[0, 2]",1,0,1,0,0,0,0,0,0,0,0
or allot arc nor divert fight,"[0, 1, 10]",1,1,0,0,0,0,0,0,0,0,1
danger corona virus might end artist gods,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
online class market left not due college real fun couid hot,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
im tell yall these corona phase dream,"[4, 5, 6]",0,0,0,0,1,1,1,0,0,0,0
chan april fool prank joke god,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
break foxes alert death toll us reach,[8],0,0,0,0,0,0,0,0,1,0,0
damn remem thought black peopl couldnt get corona seem like long ago laugh out loud,[10],0,0,0,0,0,0,0,0,0,0,1
new recover cambodian total place already worldwide couid cambodian,[8],0,0,0,0,0,0,0,0,1,0,0
past midnight week night yep employ fuck,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
love show revel media attent,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
stag corona shit want happen nobody would hear see sign,"[5, 6, 9]",0,0,0,0,0,1,1,0,0,1,0
id rather move corona infest communist china buy american made car,"[6, 9, 10]",0,0,0,0,0,0,1,0,0,1,1
bought shoe differ color today corona hi,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
put finger ur avoid life you pretend think you corona see ur boy we,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
jae fuckin joon got corona said trump,[6],0,0,0,0,0,0,1,0,0,0,0
us death set oneday record accord john hopkins universe app news agent,[8],0,0,0,0,0,0,0,0,1,0,0
ok trick question work cancer disrespect intend,"[3, 9]",0,0,0,1,0,0,0,0,0,1,0
bill melinda gate spend billion set vaccine factory good news,"[0, 1]",1,1,0,0,0,0,0,0,0,0,0
mother nature appear enough disregard mother earth idaho couid,"[0, 3, 10]",1,0,0,1,0,0,0,0,0,0,1
better see anyon make april fool joke,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
corona release china damage american declare war,"[3, 7, 9]",0,0,0,1,0,0,0,1,0,1,0
could public really bring fox legal bloodbath,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
nigerian discharge peopl malaria corona virus yet nigerian,"[6, 8, 9]",0,0,0,0,0,0,1,0,1,1,0
soon im go treat hous like corona you see,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
corona depress definite hit harder season god damn,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
play aim cross caught least i,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
break white hous project death us,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
judiciary bias impress anti hindu anti nation media also jail safe prevent corona,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
best catch yall make april fool joke caus block button look really good,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
corona virus quarantine add earthquake win dont know deserve win today,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
sir pleas contribute amount combat corona virus country gave much,"[0, 3, 5, 9]",1,0,0,1,0,1,0,0,0,1,0
april baby month month money heist come month corona end allah merci,[0],1,0,0,0,0,0,0,0,0,0,0
imagine wake today realize couid stuff april fool idea relief would,"[0, 4, 5]",1,0,0,0,1,1,0,0,0,0,0
exit april fool joke invite fill feed,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
govt plan help ugandans strand abroad is muggy patrick couid,"[6, 8]",0,0,0,0,0,0,1,0,1,0,0
there new susan steven album mood electron instrument stuff definite mood,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
im conspiracy theorist believ carol basin behind handyman,"[7, 10]",0,0,0,0,0,0,0,1,0,0,1
would consider act spit peopl infect corona virus patient,[6],0,0,0,0,0,0,1,0,0,0,0
salt doctor police supply chain farmer relax person fight corona save chart,"[1, 8]",0,1,0,0,0,0,0,0,1,0,0
today precious roll roy tissue roll us couid,[10],0,0,0,0,0,0,0,0,0,0,1
new confirm case china total place already worldwide couid china,[8],0,0,0,0,0,0,0,0,1,0,0
hence prove china bioweapon otherwise wont reopen wet market couid,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
gun girl said corona god punish us mean bull,"[5, 9, 10]",0,0,0,0,0,1,0,0,0,1,1
use big fog machine like italy disinfect everywhere pleas couid,"[0, 9]",1,0,0,0,0,0,0,0,0,1,0
sure spread couid among planet need fewer stupid peopl,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
fuck corona virus ruin film good doctor season four like stranger thing im go fuck fume,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
india press brief common wide spread happen media spread couid,"[6, 7, 8]",0,0,0,0,0,0,1,1,1,0,0
donald trump use scarf want protect prick,[6],0,0,0,0,0,0,1,0,0,0,0
dissent right least uk concern office local threat,"[1, 8, 9]",0,1,0,0,0,0,0,0,1,1,0
privilege loud shit exactly seem like peopl arent all get test,"[4, 5, 10]",0,0,0,0,1,1,0,0,0,0,1
havent heard anyth marijuana whole couid thing wonder anyon tri cure,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
couid lockdown situate like existent crisis hang head,"[4, 5, 9]",0,0,0,0,1,1,0,0,0,1,0
cant believ new reality live we project i death save live,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
yall ever like yell like card i,[10],0,0,0,0,0,0,0,0,0,0,1
last time sick shit im back wit,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
april fool day im wait someone say corona shit fake go back normal live,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
god lem wake tomorrow corona virus april fool,"[2, 10]",0,0,1,0,0,0,0,0,0,0,1
